mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
469.6635785102844,12.695805788040161,37.911391854286194,2.497686266899109,True,gini,,1,2,350,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 350}",0.9226901697631329,0.9639391555205875,0.9433146626418603,0.020624492878727307,2
533.5453208684921,17.46961748600006,34.55035626888275,1.4968219995498657,True,gini,,1,2,400,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}",0.9228026778963392,0.9638825022359789,0.9433425900661591,0.020539912169819874,1
332.4484989643097,2.9621944427490234,18.02081835269928,0.40345656871795654,True,gini,10,1,2,350,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 350}",0.8777427407699383,0.8913802155718212,0.8845614781708797,0.006818737400941466,5
376.61266803741455,1.4228613376617432,19.334303617477417,0.3998711109161377,True,gini,10,1,2,400,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}",0.8775603948515557,0.8912986892666335,0.8844295420590946,0.006869147207538895,6
314.5166368484497,0.7276885509490967,10.48357105255127,0.3514554500579834,True,gini,15,1,2,350,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 350}",0.8980348426602498,0.925018080262721,0.9115264614614854,0.013491618801235616,4
306.8449935913086,0.9479336738586426,5.868598937988281,0.19874143600463867,True,gini,15,1,2,400,"{'bootstrap': True, 'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 400}",0.8981298538703809,0.9249801023308698,0.9115549781006254,0.013425124230244445,3
